metric,baseline,optimal,change_percent
Nu,36.573974,38.778659,6.028015987543486
Q_prime,1947.83,1952.69,0.24950842732682663
T_wing,318.630819,317.393531,-0.38831397536594797
Delta_T_wing,20.483537999999953,19.36718000000002,-5.450025283717768
eta,81.555092457822,84.76080072619409,3.930727281107546
f,0.090191,0.095762,6.176891264095095
Delta_p,1.3528659999999988,1.4364329999999992,6.177034532614499
Delta_T_out,0.48727099999996426,0.48154500000003964,-1.1751161058066344
