epoch,train_loss,val_loss
1,0.6241714224815369,0.8047148688634237
2,0.21490550967057545,0.7396901742617289
3,0.12911304648717245,0.5665285722414652
4,0.08782876737912496,0.08099994440873463
5,0.08161102344592412,0.10955688416957855
6,0.07114928082625072,0.07144000391165416
7,0.0757195222179095,0.07242090741793315
8,0.0537473008732001,0.11600697239240011
9,0.039343020339806876,0.03884035602211952
10,0.03819104919830958,0.047484951491157217
11,0.034794992019732796,0.05026525725920995
12,0.03914866186181704,0.05291678592562676
13,0.045224628180265423,0.04631036579608917
14,0.04158392965793609,0.062078476051489515
15,0.04276369619369507,0.04975759158531825
16,0.032775347063938774,0.11408737460772196
17,0.03727857564886411,0.15271657665570576
18,0.04047836016615232,0.06759497394164403
19,0.026200518916050592,0.056025425593058266
20,0.02846655538678169,0.07205605611205101
21,0.027976279849807422,0.048156641398866974
22,0.027695066551367442,0.062344289869070056
23,0.027268395443757375,0.04747687011957168
24,0.040588193267583846,0.04380538155635198
25,0.039427161330978074,0.06734352072079976
26,0.027180246045192084,0.06249881645043691
27,0.020070938229560853,0.03529282972216606
28,0.016906079158186912,0.043553474644819894
29,0.017286756351590157,0.030540335550904275
30,0.018922080397605897,0.04105632757147153
31,0.017591724053025247,0.0428613851716121
32,0.018609811981519064,0.03555509574711323
33,0.01681843312084675,0.038085373565554616
34,0.01821798565983772,0.0510577654838562
35,0.017510726312796276,0.03423788507779439
36,0.022401085374255975,0.06733290195465087
37,0.02101844509939353,0.052903767029444375
38,0.02330364108085632,0.23484416564305624
39,0.028575657765070598,0.04663013036052386
40,0.016208476560811202,0.042292084967096646
41,0.015304514403144518,0.04200104375680288
42,0.01362793972591559,0.0783554720878601
43,0.018893534233172735,0.05824948040147623
44,0.024839313517014187,0.12120224644740422
45,0.017169108130037785,0.04963282644748688
46,0.015085669115185737,0.0414754556119442
47,0.017073402966062228,0.03862317264080048
48,0.016176211272676787,0.03602380802234014
49,0.01909926493962606,0.03510181354979674
50,0.020750267803668974,0.0690534749130408
51,0.017552358855803807,0.05006004020571709
52,0.014272881609698137,0.05805814643700918
53,0.014176494253178438,0.036379315356413526
54,0.01264643844217062,0.03304522713025411
55,0.013608810856938363,0.05529833748936653
56,0.020028466468056044,0.0405525470028321
57,0.013776678144931793,0.03735390377541383
58,0.013258471732338269,0.042990615318218864
59,0.017257809986670813,0.03842744511862596
60,0.01592019597440958,0.04958224684000015
61,0.014751968319217363,0.04534280493855476
62,0.013387448641161124,0.04020830755432447
63,0.013617877561599016,0.052489778225620586
64,0.017351309562722843,0.03176700609425704
65,0.016075739244620007,0.045755113909641904
66,0.01568231761455536,0.0387156435350577
67,0.016692068946858245,0.044253702064355215
68,0.013330373361706734,0.040080942412217456
69,0.012139534957706928,0.041273632024725275
70,0.014269900952776273,0.036176459193229676
71,0.012330687803526719,0.03203354872763157
72,0.01389419063925743,0.04016557606558005
73,0.012566280171275139,0.04862853194276492
74,0.011944874852895736,0.043629953227937224
75,0.011746696049968402,0.05853123679757118
76,0.014071470739940802,0.03598661817610264
77,0.016147883315881094,0.04135333582758904
78,0.011651121705770493,0.05818720872203509
79,0.012903696867326895,0.06288847227891287
80,0.013160831498603026,0.04342162589232127
81,0.01523089503745238,0.038538537820180255
82,0.018153748388091723,0.04898534715175629
83,0.015682832772533097,0.037468547374010085
84,0.012417019113898278,0.03772851417462031
85,0.015615837559103965,0.08703076337774594
86,0.015402260144551596,0.032804537837704026
87,0.013084074022869268,0.04329730490843455
88,0.012235158321758111,0.06790878007809321
89,0.013104470682640871,0.0337671888868014
90,0.011089362921814123,0.039979949245850244
91,0.008530156219998995,0.03816111971934637
92,0.01155196454624335,0.03295665293931961
93,0.011582207965354125,0.04572915807366371
94,0.01545950002471606,0.06520056009292602
95,0.018123986567060154,0.03420032074054082
96,0.012156319816907247,0.0363350085914135
97,0.01338595928500096,0.051341827164093655
98,0.015831094587842622,0.08639290849367777
99,0.01439866882065932,0.040413770725329715
100,0.015651287426551183,0.03748630993068218
