case_id,Ta,Twa,Tb,Ts,Tt,Tad,theta,Nu,f,delta_p,delta_T,Q_total,image_complete,failure_reason
30386,0.0065022235287919,0.3446384386315799,0.0865475748089382,1.198838278521021,0.5674767558311696,0.4645865072595225,1.2926019258621777,36.015217,0.08619,1.2928529999999991,15.023752,1406.817618121,True,
30387,0.0493988211527424,0.2369283666446019,0.0838798444265319,0.5848557395216887,1.0254420358948404,0.9129104744079064,-2.120681504862901,24.258609,0.060142,0.9021280000000003,21.777357,1373.549764952,True,
30388,0.0116612641671818,0.4905920467123001,0.1455685994564126,1.0900053145852162,0.6062755559022523,0.1165090871616958,-4.618168053089146,41.492692,0.146541,2.1981189999999984,21.886555,2361.143442226,True,
30389,0.0200777373950335,0.3469700198097044,0.1374292074596653,1.2973146232618549,1.0539902935612968,0.9271192376347644,3.557586273304427,36.565136,0.08101,1.2151460000000007,23.481988,2232.417408954,True,
30390,0.0272078291494374,0.5195895953825271,0.1045641481672515,1.4483454212465388,0.5023922119362813,0.4827974224314126,-9.263353334478898,35.407537,0.123948,1.8592150000000025,18.483547,1701.587858676,True,
30391,0.0180550878047421,0.4043271924211925,0.1097786003292643,0.7601971783208371,0.7784468353467167,0.0242455461052895,3.3081281241172853,29.93179,0.079267,1.188998999999999,22.930154,1784.485443002,True,
30392,0.016312817544322,0.2442826193986356,0.1459941647570434,0.5381494543679068,0.6314487953644315,0.1546911481739478,0.9897044756720454,33.527305,0.118781,1.7817100000000003,27.194787,2370.596637169,True,
30393,0.0081756478970145,0.3810645701865313,0.0812234061922226,0.7963738394991933,0.8378260427523556,0.6404063682259644,6.478088686346943,27.176685,0.070951,1.0642579999999997,18.69744,1321.149508208,True,
30394,0.0031864690251093,0.2655156953499279,0.1281172102175089,1.0735502597007736,0.7209583402245563,0.8214557899960074,-9.217531239359568,41.463147,0.137422,2.0613249999999983,19.288883,2079.422253052,True,
30395,0.0244153329230053,0.2367287838990147,0.0824668835966499,0.6245567295139368,0.5230646553429188,0.2918320847615615,-3.619382616933733,28.614864,0.086636,1.2995339999999995,18.053545,1343.159286774,True,
30396,0.0001053821018802,0.3056830963125728,0.1328743643926696,0.8328751888895531,0.954798988881802,0.4194029993502531,-7.0503214148658255,32.859165,0.095696,1.435442,25.255705,2157.691607142,True,
30397,0.0100559249677133,0.5260690072319789,0.1365628394090568,1.3724901602573272,0.8814164989255014,0.2509082415361311,4.532315681279656,41.314226,0.105261,1.5789230000000014,20.63573,2216.627952489,True,
30398,0.0341979610618997,0.4803514681479489,0.1322427113246373,1.1383676573875383,1.135724742469555,0.9800908909742072,3.6441803210302215,33.667958,0.076546,1.1481900000000005,24.572215,2150.970427449,True,
30399,0.042242339874874,0.4862826026361367,0.1409388478198737,1.451130249271131,1.147799085072013,0.7220499671896647,-5.844596682207918,41.834856,0.102925,1.5438690000000008,21.097187,2294.75420908,True,
30400,0.0375480423341192,0.3245578233356571,0.1350316961136808,0.5607875929616896,0.9035995446983264,0.4664009197589077,-8.562421490348822,33.196749,0.116346,1.7451960000000009,25.48186,2199.378772402,True,
30401,0.0345191521037828,0.3320682417393072,0.1347863628763454,1.018966053477719,0.6659982082970866,0.3275643294471636,-4.358405878467599,38.870316,0.122289,1.8343420000000012,21.712704,2194.347194274,True,
30402,0.026345655877774,0.4549375792215857,0.1225251529702046,0.8078565840688754,0.7147154263433447,0.5790872090062896,-8.291935343228658,37.970339,0.132996,1.9949329999999996,20.18136,1992.362056979,True,
30403,0.0367591571542988,0.4671025550294701,0.1408761211317634,1.3470180968975418,1.112916996418806,0.2450686353160879,-9.101236151927576,43.492775,0.124089,1.8613280000000003,20.266777,2291.791782674,True,
30404,0.0343099566219619,0.3341041311919243,0.1270863572751344,1.287069258566018,1.1662942299468222,0.2146623420082237,-8.894395544499513,39.7072,0.111681,1.6752190000000002,20.034757,2068.362663357,True,
30405,0.0191920598729937,0.2607194084100324,0.1073641729681292,1.06319555879035,1.0720858675580476,0.5251699002307084,-5.199845893367451,33.102444,0.082903,1.2435409999999996,20.289324,1746.228167455,True,
30406,0.0492090013963149,0.386821550672993,0.1324691570668727,1.1829648193394595,0.623360286344684,0.7782472241962585,-5.37776416714841,41.141419,0.133321,1.99981,20.201145,2160.869830963,True,
30407,0.0344087106939097,0.3459131509398021,0.0925755328510344,1.0228106358607283,1.0402055211186283,0.8185051870940641,5.178322735276099,28.304578,0.064079,0.961182,20.495405,1508.295837622,True,
30408,0.0435710217611262,0.5146428280565187,0.0912674075107235,1.3526295779287976,0.6907142305627251,0.6722126167695288,3.7475752823522654,35.609875,0.082195,1.2329249999999998,16.078054,1488.59751336,True,
30409,0.0485296738636654,0.4538701053744694,0.0943980053560584,1.0575758112486144,0.6616533343403488,0.6591208908219431,4.064445769884728,33.837276,0.088383,1.325743000000001,17.517005,1541.092089633,True,
