epoch,train_loss,val_loss
1,0.5731479132876677,0.9714103579521179
2,0.18300538150703205,0.6422407269477844
3,0.11915072299101774,0.250907755891482
4,0.08898221228052589,0.10685053120056788
5,0.09015401470310548,0.11269092162450155
6,0.07526778613819796,0.08729728211959203
7,0.07049454665359328,0.08679594298203787
8,0.05605689120643279,0.06569322993357976
9,0.06136865786769811,0.08366902023553849
10,0.062068821489810945,0.05992880662282308
11,0.050184665620326994,0.06598448256651561
12,0.054369838974055125,0.0906295840938886
13,0.04372172373182633,0.051011938601732254
14,0.05329414579798194,0.10584736267725627
15,0.04215052430244053,0.05454447567462921
16,0.03410849641351139,0.07601933230956395
17,0.043431989629479015,0.06824694275856018
18,0.03082974851131439,0.057767134408156076
19,0.032538320430937934,0.07896901220083237
20,0.0389140850480865,0.07932973702748616
21,0.038405999103013205,0.12491567333539327
22,0.03347105432082625,0.07739944656689962
23,0.027811324070481692,0.07162963598966599
24,0.028677337529028162,0.0612965722878774
25,0.026208032952512013,0.05312326028943062
26,0.02658264562487602,0.04528808494408925
27,0.023702417445533416,0.04774294172724088
28,0.024086769757901923,0.05231905753413836
29,0.02293333198656054,0.10317797213792801
30,0.022110344907816718,0.05272942384084066
