generation,best_eta
1.000000000000000000e+00,1.344303172876990304e+00
2.000000000000000000e+00,1.353000198819006572e+00
3.000000000000000000e+00,1.353000198819006572e+00
4.000000000000000000e+00,1.353000198819006572e+00
5.000000000000000000e+00,1.362649475303234325e+00
