epoch,train_loss,val_loss
1,0.6739608723322551,1.099638319015503
2,0.22818869968255362,1.956092643737793
3,0.11109714180231095,1.9468629709879557
4,0.10298440804084143,0.705625504652659
5,0.06793104463815688,0.16806080530087153
6,0.050706346074740095,0.15311303794384
7,0.0693095444838206,0.2757630076011022
8,0.054871760110060376,0.04802086395521959
9,0.05196625578403473,0.05872961794336637
10,0.05045118215183417,0.14820413400729499
11,0.05025935414433479,0.05642320573329926
12,0.043763544683655106,0.07750611787041028
13,0.041495179971059164,0.1417366455992063
14,0.04268127997716268,0.05296342357993126
15,0.03711357639233271,0.12048994988203049
16,0.03521780991057555,0.07841570387283961
17,0.03616139606634776,0.07882118274768193
18,0.035301911234855654,0.09217882230877876
19,0.032228017394741376,0.19865861256917317
20,0.040933248713612556,0.08066856135924658
21,0.029217006310820578,0.06191356986761093
22,0.033058511619766556,0.06594528650244078
23,0.022328065539399783,0.08101691871881485
24,0.028701780473192533,0.04793502867221832
25,0.030540868456164997,0.09759487385551134
26,0.026653730084498724,0.0491008178393046
27,0.02737980103492737,0.11992718319098154
28,0.04437717600663503,0.0733505541086197
29,0.04217952904601892,0.10021241962909698
30,0.01955857620636622,0.045000108381112416
31,0.021842686116695403,0.04504052564501762
32,0.02490677044292291,0.05020469285547733
33,0.03786602767308553,0.045846863612532616
34,0.031016514231761296,0.05269297381242116
35,0.020477751076221466,0.0579135732849439
36,0.02178954817354679,0.046170255740483605
37,0.019629415137072403,0.049722013076146446
38,0.02465239147345225,0.04496931845943133
39,0.015652280936638514,0.03773566983640194
40,0.016325110385815304,0.06732055122653643
41,0.015800639202197393,0.044138330469528836
42,0.015169603541493416,0.043712942004203795
43,0.018582517400383948,0.04533433720469475
44,0.01853706958393256,0.03973152426381906
45,0.01774147635201613,0.08242657234271368
46,0.01589334887266159,0.04829656705260277
47,0.014101926433543363,0.05388489623864492
48,0.017497145568331082,0.07840937425692876
49,0.01687790464113156,0.047746618092060086
50,0.02102222853402297,0.0485616468389829
51,0.0261322647134463,0.10239543457825978
52,0.024067940704524518,0.06240861346324285
53,0.02274616969625155,0.0407620836297671
54,0.020929366106788316,0.04824230030179024
55,0.023742257495721182,0.047089109892646475
56,0.01940316711117824,0.044853124221165976
57,0.019476633802056314,0.049689160684744514
58,0.023169091612100602,0.06954354176918666
59,0.019540233281751473,0.057060020714998244
60,0.01921881479024887,0.06910824328660965
61,0.014911909441153209,0.06092965443929037
62,0.01259132611254851,0.038898358643054964
63,0.018257368663946786,0.048716645836830136
64,0.019867173343896864,0.06538027182221412
65,0.012821706091364224,0.03785853130122026
66,0.014371887748440107,0.03835473097860813
67,0.013613034283121427,0.03866719012459119
68,0.011414415928224722,0.05144356692830721
69,0.012633393680055937,0.045477248032887774
70,0.014131919299562772,0.048094175557295483
71,0.016710831036170323,0.039158300558725996
72,0.013146542482078076,0.05901705046494802
73,0.022172721326351164,0.0429901023209095
74,0.021414923635621867,0.042349909817179045
75,0.019370421489079793,0.05508992701768875
76,0.014732493815322717,0.03697817400097847
77,0.01267784467836221,0.04250946395099163
78,0.013476002521812917,0.05445869381229083
79,0.012245162921647231,0.050272398144006726
80,0.012267727042237917,0.04812694773077965
81,0.011369584920505682,0.05221557502945264
82,0.01252365830540657,0.04073872434596221
83,0.013732668414711952,0.040844690824548405
84,0.013531154898305734,0.04111923165619373
85,0.015909132917722068,0.050481148610512415
86,0.018061032655338448,0.03919041911760966
87,0.012695981796830893,0.0403455746670564
88,0.00973834993938605,0.044114709695180256
89,0.013240738309919835,0.05092546865344048
90,0.014379812883834045,0.04224879617492358
91,0.011627528520921866,0.06014790986975034
92,0.012581322183211644,0.05490494593977928
93,0.013051654353737832,0.036114592055479684
94,0.012308857907851536,0.04110278834899266
95,0.013690184744695822,0.060654427806536355
96,0.015338330229123433,0.04680627658963203
97,0.01065262702604135,0.03859950597087542
98,0.01565308801829815,0.053820529530445735
99,0.013260356351733208,0.06144762376944224
100,0.009447577636688948,0.04016003688176473
